0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
191.0,156.0,310.0,261.0,384.0,273.0,273.0,273.0,126.0,163.0,236.0,273.0,163.0,310.0,126.0,236.0,297.0,226.0,297.0
85.0,121.0,200.0,226.0,310.0,273.0,236.0,273.0,163.0,163.0,89.0,236.0,89.0,236.0,126.0,236.0,261.0,261.0,297.0
121.0,156.0,200.0,156.0,347.0,200.0,273.0,236.0,163.0,126.0,126.0,236.0,126.0,163.0,163.0,163.0,297.0,226.0,297.0
85.0,121.0,163.0,85.0,310.0,126.0,273.0,163.0,236.0,52.0,89.0,126.0,163.0,89.0,163.0,126.0,191.0,156.0,226.0
-55.0,85.0,89.0,85.0,163.0,89.0,163.0,163.0,126.0,52.0,89.0,126.0,163.0,163.0,126.0,163.0,121.0,85.0,156.0
15.0,121.0,89.0,85.0,126.0,126.0,126.0,163.0,126.0,89.0,163.0,163.0,126.0,200.0,163.0,163.0,85.0,50.0,85.0
15.0,156.0,16.0,50.0,16.0,89.0,16.0,126.0,89.0,89.0,89.0,126.0,16.0,163.0,126.0,126.0,15.0,15.0,15.0
15.0,121.0,16.0,50.0,16.0,89.0,16.0,126.0,52.0,52.0,89.0,89.0,89.0,126.0,163.0,126.0,15.0,15.0,15.0
15.0,50.0,16.0,15.0,16.0,16.0,52.0,89.0,163.0,52.0,89.0,52.0,126.0,52.0,200.0,89.0,-19.0,-19.0,15.0
15.0,50.0,-20.0,15.0,16.0,16.0,16.0,52.0,89.0,52.0,89.0,89.0,163.0,52.0,126.0,89.0,-19.0,-19.0,-19.0
85.0,156.0,16.0,50.0,16.0,52.0,16.0,89.0,52.0,52.0,163.0,126.0,163.0,89.0,163.0,126.0,15.0,50.0,15.0
121.0,226.0,16.0,50.0,-20.0,52.0,52.0,89.0,89.0,89.0,89.0,126.0,89.0,89.0,89.0,126.0,50.0,85.0,15.0
121.0,226.0,16.0,50.0,-20.0,89.0,16.0,126.0,16.0,52.0,126.0,126.0,52.0,126.0,89.0,126.0,85.0,121.0,50.0
121.0,191.0,52.0,50.0,16.0,89.0,89.0,126.0,89.0,89.0,126.0,89.0,89.0,126.0,163.0,126.0,85.0,121.0,85.0
15.0,121.0,52.0,85.0,52.0,89.0,126.0,163.0,126.0,163.0,89.0,126.0,163.0,126.0,163.0,126.0,50.0,85.0,121.0
50.0,85.0,89.0,121.0,126.0,126.0,163.0,200.0,126.0,200.0,89.0,89.0,163.0,126.0,163.0,126.0,85.0,85.0,121.0
15.0,15.0,89.0,121.0,89.0,126.0,126.0,163.0,163.0,200.0,52.0,52.0,89.0,126.0,126.0,126.0,85.0,85.0,50.0
15.0,85.0,126.0,121.0,52.0,126.0,89.0,200.0,52.0,200.0,126.0,126.0,126.0,163.0,126.0,163.0,156.0,156.0,85.0
156.0,156.0,200.0,121.0,89.0,126.0,126.0,163.0,126.0,163.0,200.0,126.0,200.0,126.0,200.0,163.0,156.0,191.0,50.0
156.0,121.0,163.0,85.0,52.0,89.0,89.0,126.0,52.0,126.0,126.0,126.0,163.0,89.0,163.0,126.0,85.0,156.0,15.0
156.0,50.0,126.0,85.0,16.0,126.0,52.0,126.0,-20.0,89.0,126.0,126.0,163.0,126.0,163.0,126.0,85.0,121.0,15.0
85.0,15.0,89.0,121.0,16.0,163.0,89.0,163.0,89.0,163.0,89.0,89.0,89.0,126.0,126.0,126.0,121.0,156.0,85.0
121.0,50.0,89.0,191.0,52.0,200.0,89.0,236.0,89.0,200.0,89.0,126.0,89.0,200.0,52.0,163.0,226.0,191.0,191.0
261.0,50.0,163.0,226.0,163.0,236.0,200.0,273.0,236.0,236.0,200.0,126.0,163.0,236.0,126.0,163.0,261.0,226.0,261.0
156.0,50.0,163.0,226.0,163.0,273.0,200.0,273.0,236.0,236.0,89.0,126.0,163.0,236.0,126.0,163.0,191.0,226.0,261.0
85.0,50.0,163.0,226.0,163.0,310.0,200.0,347.0,200.0,310.0,163.0,126.0,200.0,273.0,163.0,236.0,191.0,261.0,261.0
85.0,85.0,126.0,226.0,163.0,310.0,236.0,347.0,310.0,310.0,163.0,89.0,163.0,200.0,200.0,236.0,121.0,226.0,226.0
121.0,121.0,16.0,191.0,89.0,236.0,163.0,273.0,200.0,236.0,126.0,126.0,163.0,163.0,163.0,200.0,50.0,156.0,121.0
226.0,121.0,89.0,156.0,89.0,163.0,126.0,163.0,200.0,89.0,200.0,126.0,200.0,163.0,163.0,163.0,85.0,85.0,50.0
191.0,85.0,89.0,85.0,52.0,89.0,126.0,126.0,200.0,52.0,163.0,89.0,163.0,163.0,126.0,126.0,85.0,50.0,50.0
156.0,85.0,126.0,85.0,126.0,89.0,163.0,126.0,89.0,126.0,200.0,126.0,200.0,163.0,126.0,126.0,121.0,85.0,121.0
156.0,121.0,126.0,50.0,163.0,89.0,200.0,163.0,200.0,200.0,163.0,89.0,163.0,126.0,126.0,163.0,85.0,85.0,121.0
121.0,156.0,52.0,85.0,126.0,126.0,200.0,200.0,163.0,200.0,126.0,89.0,89.0,163.0,126.0,163.0,85.0,50.0,121.0
191.0,121.0,126.0,121.0,126.0,126.0,163.0,163.0,163.0,163.0,163.0,52.0,163.0,200.0,163.0,163.0,121.0,85.0,85.0
191.0,85.0,126.0,85.0,126.0,89.0,163.0,126.0,200.0,163.0,89.0,52.0,200.0,89.0,163.0,163.0,121.0,85.0,50.0
121.0,121.0,163.0,85.0,163.0,126.0,126.0,126.0,89.0,163.0,89.0,89.0,200.0,89.0,163.0,163.0,121.0,156.0,121.0
191.0,156.0,200.0,85.0,200.0,126.0,200.0,126.0,163.0,89.0,236.0,52.0,163.0,89.0,126.0,89.0,121.0,121.0,85.0
191.0,156.0,163.0,85.0,163.0,89.0,200.0,89.0,126.0,52.0,347.0,16.0,200.0,89.0,126.0,89.0,121.0,85.0,15.0
261.0,85.0,273.0,85.0,236.0,89.0,200.0,89.0,89.0,52.0,457.0,-57.0,273.0,89.0,163.0,89.0,191.0,121.0,15.0
261.0,50.0,310.0,121.0,236.0,89.0,163.0,52.0,126.0,52.0,347.0,-94.0,236.0,52.0,163.0,52.0,156.0,191.0,-55.0
226.0,50.0,273.0,156.0,200.0,126.0,126.0,52.0,16.0,52.0,310.0,-20.0,200.0,126.0,126.0,89.0,156.0,226.0,-55.0
297.0,85.0,273.0,191.0,236.0,163.0,200.0,89.0,126.0,52.0,347.0,16.0,236.0,200.0,200.0,89.0,191.0,191.0,15.0
226.0,85.0,310.0,191.0,273.0,200.0,236.0,89.0,163.0,52.0,347.0,16.0,273.0,163.0,163.0,126.0,261.0,191.0,50.0
226.0,121.0,384.0,191.0,273.0,200.0,200.0,126.0,89.0,16.0,384.0,52.0,310.0,126.0,163.0,163.0,261.0,226.0,50.0
191.0,121.0,347.0,121.0,163.0,126.0,126.0,52.0,126.0,16.0,347.0,16.0,236.0,89.0,163.0,126.0,191.0,191.0,-55.0
156.0,50.0,236.0,50.0,126.0,52.0,89.0,16.0,16.0,-20.0,310.0,16.0,236.0,126.0,200.0,52.0,121.0,156.0,-19.0
226.0,50.0,236.0,50.0,163.0,52.0,200.0,16.0,126.0,16.0,347.0,-20.0,310.0,89.0,347.0,52.0,121.0,121.0,15.0
156.0,15.0,126.0,15.0,126.0,16.0,163.0,16.0,163.0,52.0,236.0,16.0,273.0,52.0,273.0,52.0,15.0,50.0,-19.0
121.0,50.0,126.0,15.0,89.0,16.0,52.0,16.0,52.0,52.0,236.0,89.0,163.0,126.0,89.0,52.0,-19.0,50.0,-19.0
85.0,156.0,89.0,50.0,52.0,52.0,52.0,-20.0,126.0,16.0,236.0,89.0,89.0,126.0,16.0,52.0,15.0,85.0,-90.0
121.0,156.0,52.0,85.0,16.0,52.0,16.0,-20.0,89.0,52.0,200.0,163.0,52.0,89.0,52.0,89.0,50.0,15.0,-90.0
261.0,156.0,126.0,121.0,52.0,52.0,16.0,16.0,89.0,52.0,200.0,163.0,126.0,52.0,200.0,126.0,85.0,-19.0,-125.0
226.0,156.0,126.0,85.0,-20.0,52.0,16.0,16.0,89.0,52.0,126.0,89.0,126.0,89.0,126.0,126.0,50.0,-55.0,-125.0
191.0,156.0,126.0,85.0,-57.0,52.0,16.0,52.0,16.0,89.0,163.0,126.0,126.0,126.0,163.0,126.0,85.0,-55.0,-55.0
156.0,121.0,163.0,50.0,-20.0,16.0,89.0,52.0,52.0,89.0,200.0,89.0,126.0,89.0,200.0,89.0,85.0,-55.0,-19.0
85.0,121.0,126.0,50.0,-57.0,16.0,52.0,52.0,16.0,126.0,163.0,126.0,89.0,126.0,89.0,89.0,85.0,15.0,50.0
156.0,156.0,126.0,85.0,-57.0,89.0,52.0,126.0,52.0,200.0,163.0,163.0,89.0,163.0,89.0,89.0,50.0,50.0,85.0
156.0,121.0,52.0,85.0,-57.0,89.0,89.0,126.0,126.0,163.0,89.0,126.0,89.0,126.0,163.0,52.0,15.0,121.0,121.0
85.0,85.0,89.0,121.0,-20.0,126.0,126.0,163.0,126.0,163.0,89.0,163.0,163.0,163.0,163.0,89.0,85.0,121.0,226.0
191.0,121.0,236.0,85.0,89.0,89.0,236.0,126.0,273.0,163.0,126.0,163.0,236.0,126.0,200.0,89.0,121.0,121.0,261.0
226.0,191.0,236.0,15.0,89.0,16.0,200.0,126.0,273.0,126.0,200.0,200.0,126.0,89.0,126.0,89.0,121.0,156.0,226.0
261.0,191.0,236.0,50.0,126.0,52.0,200.0,126.0,273.0,126.0,236.0,163.0,126.0,89.0,126.0,89.0,156.0,191.0,226.0
226.0,156.0,163.0,121.0,163.0,52.0,236.0,89.0,310.0,163.0,163.0,126.0,126.0,89.0,89.0,52.0,156.0,156.0,156.0
191.0,156.0,126.0,191.0,126.0,126.0,126.0,126.0,126.0,163.0,126.0,200.0,126.0,126.0,52.0,89.0,156.0,156.0,156.0
226.0,226.0,163.0,226.0,89.0,200.0,89.0,163.0,89.0,163.0,126.0,200.0,126.0,200.0,126.0,126.0,191.0,191.0,191.0
156.0,226.0,200.0,297.0,89.0,236.0,126.0,200.0,89.0,200.0,126.0,236.0,126.0,236.0,126.0,163.0,226.0,226.0,191.0
226.0,297.0,273.0,332.0,163.0,273.0,163.0,236.0,52.0,200.0,236.0,273.0,200.0,236.0,126.0,163.0,332.0,261.0,226.0
261.0,332.0,310.0,332.0,200.0,273.0,200.0,200.0,126.0,126.0,200.0,200.0,236.0,200.0,200.0,163.0,332.0,226.0,156.0
226.0,261.0,273.0,297.0,163.0,236.0,163.0,200.0,89.0,126.0,163.0,200.0,236.0,200.0,126.0,126.0,297.0,191.0,191.0
261.0,261.0,310.0,261.0,200.0,200.0,200.0,236.0,163.0,200.0,200.0,236.0,200.0,163.0,52.0,163.0,261.0,156.0,191.0
226.0,261.0,200.0,191.0,200.0,163.0,163.0,200.0,200.0,236.0,126.0,236.0,89.0,126.0,52.0,200.0,156.0,121.0,156.0
156.0,297.0,163.0,156.0,126.0,89.0,89.0,200.0,89.0,236.0,126.0,273.0,126.0,163.0,126.0,200.0,121.0,85.0,121.0
121.0,191.0,163.0,121.0,126.0,89.0,126.0,163.0,163.0,236.0,89.0,200.0,126.0,163.0,126.0,200.0,156.0,50.0,156.0
85.0,85.0,89.0,121.0,126.0,126.0,126.0,200.0,89.0,200.0,52.0,200.0,52.0,200.0,16.0,163.0,191.0,85.0,191.0
156.0,15.0,126.0,121.0,126.0,163.0,126.0,200.0,89.0,163.0,89.0,163.0,52.0,163.0,52.0,126.0,156.0,85.0,191.0
156.0,-19.0,89.0,50.0,52.0,89.0,52.0,126.0,126.0,126.0,89.0,126.0,52.0,89.0,89.0,126.0,85.0,121.0,156.0
85.0,85.0,89.0,85.0,16.0,89.0,52.0,126.0,52.0,52.0,89.0,163.0,126.0,89.0,89.0,126.0,121.0,156.0,191.0
121.0,121.0,163.0,121.0,89.0,126.0,163.0,126.0,200.0,89.0,126.0,163.0,163.0,89.0,200.0,126.0,191.0,191.0,191.0
121.0,85.0,163.0,156.0,126.0,163.0,200.0,163.0,200.0,126.0,89.0,200.0,126.0,163.0,163.0,163.0,191.0,156.0,191.0
191.0,121.0,236.0,226.0,163.0,163.0,200.0,163.0,126.0,126.0,126.0,236.0,163.0,200.0,163.0,163.0,261.0,156.0,191.0
191.0,121.0,236.0,226.0,163.0,163.0,200.0,126.0,236.0,126.0,89.0,200.0,126.0,200.0,126.0,126.0,226.0,191.0,191.0
121.0,156.0,163.0,226.0,163.0,200.0,200.0,163.0,200.0,163.0,89.0,273.0,126.0,163.0,126.0,163.0,226.0,297.0,297.0
121.0,121.0,236.0,261.0,236.0,200.0,310.0,163.0,347.0,200.0,126.0,236.0,200.0,89.0,200.0,163.0,261.0,297.0,297.0
85.0,121.0,200.0,226.0,236.0,200.0,310.0,163.0,273.0,163.0,89.0,200.0,163.0,89.0,163.0,163.0,226.0,261.0,226.0
156.0,156.0,236.0,261.0,200.0,200.0,236.0,200.0,200.0,89.0,163.0,200.0,163.0,126.0,163.0,126.0,261.0,226.0,226.0
261.0,191.0,273.0,261.0,200.0,200.0,200.0,163.0,273.0,126.0,163.0,163.0,126.0,126.0,126.0,126.0,297.0,226.0,191.0
261.0,156.0,236.0,261.0,200.0,236.0,163.0,200.0,163.0,163.0,163.0,236.0,163.0,163.0,126.0,163.0,297.0,226.0,226.0
261.0,191.0,273.0,297.0,236.0,273.0,200.0,200.0,200.0,126.0,200.0,236.0,200.0,236.0,163.0,126.0,297.0,261.0,226.0
191.0,226.0,163.0,261.0,163.0,236.0,126.0,163.0,163.0,89.0,163.0,200.0,126.0,273.0,126.0,89.0,191.0,226.0,156.0
156.0,191.0,126.0,191.0,126.0,200.0,89.0,163.0,52.0,126.0,236.0,163.0,163.0,273.0,163.0,163.0,121.0,191.0,191.0
121.0,121.0,126.0,121.0,89.0,163.0,126.0,126.0,126.0,126.0,163.0,89.0,126.0,200.0,163.0,200.0,121.0,156.0,191.0
121.0,85.0,89.0,156.0,52.0,163.0,89.0,163.0,89.0,126.0,89.0,89.0,89.0,236.0,89.0,163.0,156.0,156.0,191.0
191.0,121.0,163.0,191.0,89.0,200.0,126.0,163.0,163.0,89.0,163.0,52.0,163.0,236.0,126.0,163.0,191.0,191.0,226.0
121.0,121.0,163.0,121.0,89.0,163.0,163.0,163.0,200.0,126.0,89.0,52.0,163.0,163.0,163.0,126.0,156.0,226.0,226.0
50.0,121.0,163.0,121.0,126.0,200.0,163.0,200.0,126.0,200.0,126.0,163.0,200.0,236.0,200.0,163.0,156.0,226.0,261.0
85.0,85.0,163.0,156.0,163.0,200.0,200.0,236.0,200.0,236.0,126.0,163.0,163.0,273.0,163.0,200.0,191.0,226.0,261.0
85.0,85.0,163.0,191.0,126.0,236.0,200.0,236.0,163.0,236.0,89.0,163.0,126.0,310.0,89.0,200.0,226.0,226.0,261.0
191.0,121.0,236.0,226.0,200.0,236.0,273.0,236.0,163.0,163.0,200.0,163.0,163.0,273.0,163.0,163.0,297.0,261.0,261.0
156.0,156.0,200.0,226.0,200.0,200.0,273.0,163.0,236.0,163.0,126.0,163.0,126.0,200.0,126.0,163.0,226.0,191.0,191.0
50.0,156.0,126.0,226.0,126.0,200.0,163.0,163.0,126.0,163.0,52.0,236.0,89.0,200.0,89.0,163.0,191.0,121.0,156.0
15.0,156.0,89.0,191.0,89.0,163.0,126.0,126.0,163.0,126.0,16.0,200.0,89.0,200.0,89.0,163.0,191.0,121.0,156.0
-55.0,156.0,52.0,121.0,52.0,126.0,89.0,89.0,163.0,89.0,-20.0,200.0,16.0,200.0,89.0,126.0,121.0,121.0,156.0
50.0,121.0,89.0,156.0,89.0,126.0,89.0,52.0,89.0,52.0,52.0,200.0,52.0,126.0,89.0,89.0,121.0,121.0,121.0
15.0,121.0,52.0,191.0,52.0,126.0,89.0,52.0,163.0,16.0,16.0,126.0,16.0,126.0,52.0,89.0,85.0,156.0,85.0
-19.0,191.0,52.0,226.0,52.0,200.0,89.0,126.0,89.0,89.0,-20.0,200.0,16.0,163.0,52.0,126.0,85.0,156.0,85.0
15.0,226.0,126.0,226.0,126.0,200.0,126.0,200.0,126.0,200.0,52.0,200.0,89.0,200.0,126.0,163.0,85.0,156.0,85.0
-55.0,156.0,89.0,156.0,89.0,163.0,52.0,200.0,89.0,236.0,-20.0,163.0,52.0,236.0,16.0,200.0,15.0,85.0,85.0
-55.0,121.0,52.0,156.0,89.0,163.0,52.0,236.0,52.0,236.0,16.0,163.0,52.0,200.0,52.0,200.0,15.0,50.0,50.0
50.0,156.0,52.0,85.0,89.0,89.0,89.0,126.0,126.0,163.0,16.0,52.0,52.0,89.0,163.0,126.0,-19.0,-19.0,-19.0
50.0,156.0,16.0,15.0,89.0,52.0,52.0,89.0,89.0,163.0,16.0,126.0,52.0,89.0,126.0,163.0,-55.0,-19.0,-19.0
50.0,156.0,52.0,50.0,126.0,52.0,126.0,126.0,126.0,200.0,16.0,163.0,163.0,126.0,200.0,126.0,-55.0,-19.0,-19.0
-55.0,15.0,16.0,15.0,89.0,52.0,89.0,89.0,163.0,163.0,-20.0,126.0,126.0,126.0,163.0,126.0,-55.0,-55.0,-19.0
-19.0,85.0,52.0,15.0,52.0,52.0,16.0,89.0,16.0,126.0,126.0,163.0,52.0,89.0,89.0,89.0,-55.0,-19.0,-55.0
85.0,191.0,89.0,15.0,16.0,16.0,-20.0,52.0,16.0,126.0,200.0,89.0,16.0,16.0,89.0,89.0,-55.0,15.0,-125.0
50.0,156.0,16.0,15.0,16.0,16.0,-20.0,89.0,-20.0,126.0,200.0,52.0,16.0,89.0,89.0,89.0,-90.0,15.0,-19.0
121.0,85.0,52.0,50.0,52.0,89.0,52.0,126.0,52.0,126.0,236.0,16.0,89.0,126.0,126.0,89.0,-19.0,-19.0,85.0
85.0,-19.0,-20.0,15.0,-20.0,52.0,52.0,89.0,89.0,16.0,126.0,-57.0,16.0,52.0,89.0,52.0,-19.0,-55.0,121.0
50.0,-55.0,-20.0,15.0,-20.0,89.0,16.0,89.0,16.0,52.0,89.0,52.0,16.0,52.0,126.0,89.0,15.0,50.0,191.0
50.0,85.0,16.0,156.0,52.0,163.0,89.0,200.0,89.0,163.0,89.0,89.0,89.0,126.0,163.0,126.0,50.0,191.0,156.0
-19.0,85.0,-20.0,156.0,89.0,200.0,89.0,236.0,52.0,200.0,89.0,89.0,89.0,126.0,126.0,126.0,15.0,156.0,156.0
15.0,50.0,52.0,121.0,89.0,163.0,89.0,236.0,16.0,200.0,89.0,89.0,89.0,163.0,126.0,163.0,15.0,121.0,121.0
15.0,121.0,16.0,121.0,52.0,163.0,52.0,200.0,16.0,200.0,16.0,126.0,-20.0,163.0,16.0,126.0,-19.0,156.0,121.0
50.0,191.0,-20.0,121.0,52.0,200.0,52.0,200.0,16.0,200.0,52.0,163.0,-20.0,163.0,16.0,163.0,50.0,191.0,191.0
121.0,156.0,52.0,156.0,126.0,163.0,126.0,126.0,126.0,126.0,89.0,126.0,52.0,126.0,126.0,200.0,156.0,191.0,191.0
85.0,50.0,52.0,121.0,89.0,163.0,89.0,89.0,163.0,89.0,52.0,89.0,16.0,52.0,89.0,163.0,156.0,191.0,156.0
85.0,15.0,126.0,121.0,126.0,126.0,126.0,126.0,163.0,126.0,89.0,126.0,52.0,89.0,89.0,126.0,226.0,261.0,226.0
85.0,121.0,200.0,156.0,200.0,126.0,200.0,126.0,310.0,200.0,89.0,89.0,126.0,89.0,52.0,126.0,191.0,297.0,226.0
50.0,156.0,163.0,156.0,200.0,163.0,163.0,126.0,236.0,236.0,89.0,126.0,89.0,89.0,52.0,200.0,121.0,297.0,191.0
121.0,50.0,163.0,156.0,163.0,163.0,89.0,126.0,200.0,163.0,126.0,89.0,52.0,52.0,89.0,126.0,156.0,226.0,85.0
121.0,50.0,89.0,156.0,52.0,126.0,52.0,89.0,163.0,126.0,89.0,126.0,52.0,52.0,52.0,89.0,156.0,261.0,85.0
121.0,121.0,163.0,226.0,126.0,200.0,89.0,126.0,89.0,163.0,126.0,200.0,126.0,126.0,89.0,126.0,226.0,332.0,156.0
156.0,156.0,236.0,261.0,163.0,236.0,163.0,163.0,163.0,163.0,126.0,163.0,126.0,126.0,163.0,126.0,261.0,332.0,156.0
121.0,121.0,236.0,226.0,163.0,200.0,163.0,163.0,126.0,126.0,89.0,163.0,126.0,163.0,126.0,163.0,261.0,332.0,156.0
156.0,121.0,273.0,226.0,236.0,200.0,273.0,163.0,200.0,163.0,163.0,163.0,200.0,163.0,163.0,163.0,297.0,297.0,156.0
121.0,156.0,200.0,191.0,236.0,163.0,273.0,126.0,273.0,163.0,126.0,200.0,200.0,89.0,163.0,126.0,226.0,261.0,156.0
121.0,156.0,200.0,226.0,273.0,163.0,273.0,126.0,236.0,163.0,126.0,200.0,200.0,89.0,163.0,126.0,226.0,297.0,191.0
85.0,121.0,236.0,261.0,310.0,200.0,310.0,126.0,347.0,200.0,52.0,126.0,200.0,89.0,200.0,126.0,226.0,226.0,191.0
15.0,191.0,163.0,226.0,273.0,163.0,273.0,126.0,310.0,163.0,52.0,273.0,200.0,163.0,200.0,163.0,156.0,85.0,156.0
85.0,226.0,163.0,191.0,200.0,126.0,163.0,126.0,200.0,126.0,126.0,420.0,163.0,126.0,200.0,126.0,121.0,15.0,121.0
15.0,121.0,89.0,85.0,126.0,89.0,163.0,89.0,236.0,89.0,-20.0,347.0,89.0,52.0,126.0,89.0,50.0,15.0,85.0
-125.0,-19.0,89.0,50.0,89.0,89.0,163.0,89.0,163.0,52.0,-94.0,273.0,163.0,89.0,126.0,89.0,15.0,15.0,85.0
-125.0,-90.0,126.0,50.0,89.0,89.0,163.0,52.0,236.0,16.0,-20.0,200.0,163.0,126.0,200.0,52.0,-19.0,-19.0,15.0
-125.0,-90.0,16.0,121.0,52.0,89.0,89.0,52.0,163.0,89.0,-57.0,273.0,52.0,163.0,89.0,126.0,-55.0,-19.0,15.0
-90.0,-90.0,16.0,156.0,52.0,89.0,52.0,89.0,126.0,163.0,-94.0,310.0,16.0,89.0,52.0,163.0,-55.0,15.0,85.0
-125.0,-55.0,16.0,85.0,52.0,89.0,16.0,89.0,126.0,163.0,-131.0,236.0,-20.0,-20.0,52.0,126.0,-90.0,-19.0,85.0
-195.0,15.0,-20.0,50.0,52.0,52.0,-20.0,89.0,16.0,126.0,-94.0,236.0,-20.0,52.0,52.0,126.0,-55.0,15.0,85.0
-125.0,15.0,52.0,85.0,126.0,89.0,89.0,163.0,126.0,163.0,-20.0,273.0,89.0,126.0,126.0,126.0,50.0,85.0,121.0
-90.0,15.0,89.0,85.0,200.0,89.0,163.0,163.0,163.0,200.0,-57.0,236.0,126.0,126.0,89.0,126.0,50.0,121.0,121.0
15.0,-55.0,163.0,50.0,200.0,89.0,89.0,163.0,89.0,126.0,16.0,200.0,89.0,89.0,89.0,126.0,50.0,85.0,156.0
50.0,-90.0,163.0,15.0,126.0,52.0,52.0,126.0,126.0,126.0,89.0,126.0,52.0,-20.0,89.0,126.0,-19.0,50.0,156.0
15.0,-19.0,89.0,15.0,89.0,16.0,16.0,163.0,52.0,200.0,52.0,163.0,52.0,-57.0,-20.0,126.0,15.0,50.0,191.0
15.0,85.0,126.0,50.0,163.0,89.0,126.0,163.0,126.0,236.0,52.0,163.0,126.0,-20.0,126.0,126.0,121.0,121.0,261.0
-19.0,85.0,89.0,85.0,163.0,89.0,126.0,163.0,200.0,236.0,16.0,163.0,126.0,-20.0,89.0,163.0,121.0,156.0,226.0
50.0,85.0,163.0,121.0,200.0,126.0,126.0,163.0,126.0,200.0,126.0,200.0,163.0,-20.0,89.0,163.0,156.0,156.0,191.0
156.0,121.0,200.0,156.0,163.0,126.0,89.0,163.0,126.0,163.0,126.0,163.0,126.0,16.0,126.0,163.0,121.0,121.0,121.0
121.0,156.0,126.0,191.0,89.0,200.0,-20.0,200.0,52.0,200.0,89.0,200.0,52.0,89.0,52.0,200.0,85.0,85.0,121.0
156.0,121.0,163.0,156.0,89.0,163.0,16.0,200.0,89.0,163.0,163.0,200.0,52.0,89.0,89.0,163.0,121.0,50.0,156.0
85.0,85.0,89.0,85.0,16.0,89.0,16.0,89.0,163.0,52.0,89.0,126.0,52.0,-20.0,126.0,126.0,85.0,50.0,85.0
85.0,85.0,126.0,121.0,89.0,89.0,89.0,89.0,163.0,89.0,126.0,126.0,163.0,16.0,163.0,126.0,85.0,85.0,121.0
85.0,85.0,163.0,85.0,200.0,89.0,236.0,89.0,310.0,126.0,126.0,52.0,163.0,16.0,236.0,126.0,121.0,85.0,156.0
15.0,85.0,163.0,50.0,200.0,89.0,273.0,89.0,273.0,163.0,89.0,89.0,163.0,52.0,236.0,126.0,85.0,85.0,191.0
121.0,191.0,163.0,50.0,200.0,52.0,236.0,89.0,236.0,126.0,163.0,200.0,200.0,16.0,236.0,163.0,85.0,15.0,191.0
85.0,156.0,89.0,-19.0,126.0,16.0,163.0,16.0,236.0,89.0,89.0,200.0,163.0,-57.0,200.0,126.0,15.0,15.0,85.0
50.0,50.0,89.0,-19.0,126.0,-20.0,163.0,16.0,163.0,89.0,52.0,126.0,163.0,-20.0,163.0,126.0,85.0,15.0,121.0
85.0,-19.0,163.0,15.0,163.0,52.0,236.0,52.0,236.0,52.0,126.0,16.0,163.0,52.0,200.0,163.0,191.0,50.0,156.0
121.0,-19.0,163.0,85.0,126.0,126.0,200.0,126.0,200.0,126.0,126.0,52.0,126.0,89.0,126.0,200.0,261.0,50.0,156.0
226.0,50.0,236.0,121.0,126.0,126.0,163.0,126.0,126.0,163.0,200.0,126.0,163.0,126.0,163.0,200.0,297.0,15.0,191.0
261.0,85.0,200.0,85.0,89.0,89.0,126.0,89.0,163.0,126.0,163.0,52.0,163.0,89.0,126.0,126.0,261.0,-19.0,85.0
191.0,50.0,163.0,85.0,52.0,89.0,89.0,52.0,89.0,52.0,126.0,89.0,126.0,89.0,52.0,163.0,261.0,15.0,50.0
226.0,50.0,236.0,85.0,126.0,89.0,126.0,89.0,89.0,52.0,236.0,89.0,200.0,163.0,126.0,163.0,297.0,15.0,85.0
191.0,15.0,236.0,50.0,126.0,89.0,126.0,89.0,52.0,52.0,236.0,89.0,200.0,163.0,163.0,163.0,261.0,50.0,85.0
156.0,50.0,200.0,50.0,163.0,89.0,126.0,126.0,16.0,52.0,273.0,89.0,273.0,89.0,236.0,126.0,226.0,121.0,121.0
156.0,50.0,200.0,50.0,126.0,89.0,163.0,89.0,89.0,16.0,200.0,16.0,200.0,52.0,200.0,52.0,191.0,156.0,121.0
121.0,15.0,163.0,50.0,89.0,126.0,126.0,126.0,89.0,126.0,126.0,16.0,89.0,126.0,52.0,126.0,191.0,156.0,191.0
191.0,50.0,163.0,50.0,126.0,126.0,163.0,163.0,163.0,200.0,163.0,52.0,52.0,126.0,52.0,163.0,156.0,121.0,226.0
121.0,121.0,52.0,50.0,89.0,89.0,126.0,126.0,200.0,200.0,126.0,89.0,52.0,52.0,52.0,126.0,121.0,85.0,156.0
85.0,191.0,52.0,85.0,52.0,126.0,89.0,163.0,89.0,200.0,200.0,126.0,126.0,126.0,126.0,163.0,156.0,121.0,156.0
121.0,156.0,126.0,121.0,52.0,126.0,126.0,163.0,126.0,163.0,200.0,89.0,126.0,126.0,200.0,126.0,191.0,121.0,121.0
121.0,156.0,52.0,85.0,-20.0,126.0,89.0,126.0,89.0,89.0,163.0,89.0,89.0,126.0,89.0,89.0,156.0,85.0,121.0
156.0,156.0,52.0,121.0,16.0,126.0,89.0,126.0,89.0,52.0,236.0,89.0,89.0,126.0,126.0,89.0,121.0,50.0,85.0
121.0,121.0,-20.0,85.0,-20.0,126.0,89.0,52.0,126.0,52.0,126.0,16.0,52.0,89.0,126.0,89.0,15.0,50.0,-19.0
